appid,name,description,price,release_date,developer,publisher,tags
1398660,CamGirls: Sophie X Rias,"Follow Sophie as she embarks on her latest adventure in making money, working alongside the enigmatic Rias as they put on a special yuri/lesbian camgirl show for their viewers.",₹ 250,"22 Jan, 2021",Dharker Studios,Dharker Studios,"Adventure, Casual, Indie"
1398670,Dating Life 2: Emily X Miley,"Play as Emily as she goes on her second date with Miley, after they unexpectedly hit it off from a strange and wonderful night before. Is love in the air or just a bit of lust between the two. Can Emily find something special or is this just another night of fun among many.",₹ 250,"20 Feb, 2021",Dharker Studios,Dharker Studios,"Adventure, Casual, Indie"
1398680,Negligee: Girls Night,"This is a fun, tongue in cheek story of lustful urges and workplace romance. As two women go on a night out together to reaffirm their friendship as they start to work together once more.",₹ 250,"18 Jun, 2021",Dharker Studios,Dharker Studios,"Casual, Indie"
1398690,Negligee: Opposites Attract,"Charlotte, has been dumped by her long term girlfriend Mikka. Fortunately her sexy friend Sophie insists on taking her out to try and cheer her up. But Sophie is quite a wildcat so who knows where such a date could lead in this yuri/lesbian themed visual novel with multiple routes and endings.",₹ 155,"16 Jul, 2021",Dharker Studios,Dharker Studios,"Casual, Indie"
1398700,Animal Cafe,"Luna has been working too hard, fortunately as she finishes up each night she manages to find her way to a hidden out of the way cafe, one where the gals all dress up like different animals. It could be a place for dreams to come true, or just for Luna to blow off some steam and relax each night.",₹ 250,"1 Oct, 2021",Dharker Studios,Dharker Studios,"Casual, Indie"
1398710,Fairy Glade,"A walk in the woods has never been a problem before, but this time will lead Daphne into an alternate realm of existence. The fairy glade, but can she find her way back out again and if she does what adventures will she have along the way, your choices will determine her path and what may come.",₹ 480,"8 Oct, 2021",Dharker Studios,Dharker Studios,"Casual, Indie"
1398720,Water Girls,"Visit a variety of water attractions with Jasmin, Celia and Brianna as they strive to have a day of fun together in this Fun yuri/lesbian LGBTQ+ visual novel game.",₹ 250,"10 Sep, 2021",Dharker Studios,Dharker Studios,"Casual, Indie"
1398730,Winter Wonderland,"The winter holidays are here but when Alexa finds herself alone after her family is stuck when travelling to Paradise Cove, she is forced to go out and try and find some friends in town to spend the holiday with... But something seems strange.. is the day repeating itself?",₹ 480,"10 Oct, 2021",Dharker Studios,Dharker Studios,"Casual, Indie"
1398740,The Chrono Jotter,"The Chrono Jotter is a mystery and suspense visual novel that follows the steps of Ran Ibuki, a high-school student, as she investigates against the clock to discover who's killing her new classmates -- and avenge the murder of her girlfriend. Are you ready for this savage feast of life and death?",₹ 595,"25 Aug, 2021",Orca Layout,2P Games,"Adventure, Indie"
1398750,Sunset Mall,"Sunset Mall is a Bitesize Vaporwave + Mallsoft walking sim / adventure game set inside a 90's Shopping Mall. Explore a randomly generated mall in search of iconic 80's - 90's Music, Movies, Toys, Consoles and Games all while you enjoy the aesthetic style and music.",₹ 52,"23 Sep, 2020",Heck,Heck,"Action, Adventure, Casual, Indie"
1398770,Spiritfarer®: Farewell Edition - Digital Artbook,"This artbook chronicles the artistic journey of Spiritfarer® the cozy management game about dying, of our small team of artists and how we ended up making what became Thunder Lotus’ most ambitious game ever. Now includes artwork from the heartwarming base game and its three major content updates!",₹ 480,"18 Aug, 2020",Thunder Lotus Games,Thunder Lotus Games,"Adventure, Indie, Simulation"
1398790,Boobs VR,"You can really touch, fondle and poke the breasts of beautiful ladies with huge breasts! This erotic experience can only be savored via VR!",₹ 329,"5 Sep, 2020",SPIDERWORKS,SPIDERWORKS,Simulation
1398860,Rocket Squad,"Rocket Squad is a PvP game where you and your team control a single space ship, and must work together to take down the enemy ship!",₹ 199,"29 Sep, 2020",Rocket Boys,Rocket Boys,Action
1398890,Fast Jump,"Action game in which you teleport between platforms, pick up power-ups, and shoot all the monsters you encounter along the way.",₹ 42,"17 Sep, 2020",FlapStar,FlapStar,"Action, Casual, Indie"
1398920,Virtuverse,"Virtuverse is a Sci-Fi RCE MMORPG. Combining an intuitive economy system with action-based gameplay. Virtuverse has no class restrictions, use any weapon or armour. Those who wish to seek adventure will be able to explore Virtuverse on their own or with friends.",N/A,Coming soon,Virtuverse AB,Virtuverse AB,"Action, Adventure, Free To Play, Massively Multiplayer, RPG, Early Access"
1398950,Savage Tower Defense,"Savage Tower Defense is a unique tower defense game. It has lot of levels to be completed and, also, two endless levels. Include all of that with the fact that the higher the wave, the higher the amount of enemies.",₹ 105,"20 Nov, 2020",Enrico Carrano,Enrico Carrano,"Indie, Strategy, Early Access"
1398990,ANCIENT SOULS: Starship Renata,Race against the time and obstacles. Hunt enemy ships. Make ground missions and vaporize your enemies with your battle droid. Improve your crew members to reach success. Rise in rank and unlock new Corvette and Frigate class ships. Buy new items and unlock new quests.,₹ 199,"4 Sep, 2020",OE WORKS,OE WORKS,"Action, Casual, Indie, Racing"
1399010,Fantasy Grounds - Black Scrolls Desert Canyons (Map Tile Pack),"This product requires Fantasy Grounds UnityBlack Scrolls Desert Canyons (Map Tile Pack)Desert canyons are always ideal for a nice adventure and to extend your current story, whether your game is in a fantasy or even in a Western setting.",₹ 349,"18 Sep, 2020","SmiteWorks USA, LLC",,"Indie, RPG, Strategy"
1399020,Krumit's Tale: Varfa the Ranger,"From deep in the Slithering Swamp, Varfa the Ranger and her loyal companion, Orhu, have answered the call to defeat the Uberlich!",₹ 85,"21 Oct, 2020",Slothwerks,Slothwerks,"Indie, RPG, Strategy"
1399030,Wacky Wizarding Dungeon,a roguelike game which sees the player fight many cool / awesome enemies including many varieties of rat.,₹ 219,"11 Mar, 2021",Funny Shoe Bird,Shoe&CO,"Action, Indie"
1399040,This Is Not Chess,A turn-based tactics game about goofy characters with wide and varied techniques duking it out across a bright and colourful battlefield.,₹ 299,"20 Oct, 2020",Courtney Dawson,Courtney Dawson,"Indie, Strategy, Early Access"
1399080,The DioField Chronicle,"A gritty and immersive story brought to life with the latest technology. Introducing &quot;Real Time Tactical Battle&quot; (RTTB), a new, deeply strategic, real-time battle system. The beginnings of a new Strategy RPG, crafted by a skilled and experienced development team.",CDN$ 79.99,"22 Sep, 2022",Square Enix,Square Enix,"RPG, Strategy"
1399090,Life Simulator,"Life Simulator is a simulation game with relaxed atmosphere. Players will play as a college graduate getting into the big city, you will fight for your life for four years, you can be a winner with cars, houses and soul mate, or maybe a salty fish with nothing, and you can also find love...",₹ 100,"27 Oct, 2020",鹊思网络,方块游戏(CubeGame),"Casual, Indie, Simulation"
1399140,Boxing Coach,"A professional aerobic boxing VR fitness game. There are 23 boxing moves, 54 combinations of actions, and a long-term training plan with gradually increasing difficulty can be automatically generated according to the goal, duration, and intensity.",₹ 349,"15 Oct, 2020",Yiku studio,Yiku studio,"Casual, Indie, Simulation, Sports, Early Access"
1399150,"VR Time Machine Travelling in ancient civilizations: Mayan Kingdom, Inca Empire, Indians, and Aztecs before conquest A.D.1000","You can freely shuttle through the scenes established in the game, there is no crowded people, only you are alone, you can slow down your steps and carefully explore the ancient Mayan architectural style",₹ 349,"2 Sep, 2020",William at Oxford,William at Oxford,Casual
1399160,御剑飞行射击训练空间,"Individual independent games, simulation flying, shooting, breakthrough, real combat and other modes!",₹ 155,"26 Sep, 2022",sln,sln,"Adventure, Casual, Indie, Racing, Simulation"
1399170,Nimbus INFINITY,"Nimbus INFINITY is a high-speed mech action game, set in the future of a war-torn Earth that has just begun to heal. Equip mechanical Battle Frames with weapons to customize your battle style, and soar through variant battlefields while discovering the story of a new generation.",₹ 690,"22 Jun, 2023",GameCrafterTeam,"GameTomo Co., Ltd.","Action, Indie"
1399180,Lone Wolf: World War 2,It is the dawn of World War 2 and you just joined the Royal Air Force! Fly over Europe and Northern Africa fighting against the enemy forces from above. Can you defeat the enemy and win the war?,₹ 125,"11 Jan, 2021",Redman Games,Redman Games,"Action, Adventure, Casual, Indie"
1399190,Blood Oath: When The Sword Rises,"Blood Oath: When the Sword Rises has FreeMode and ArcadeMode, in which you will put yourself in the shoes of a medieval soldier who will take his course in an open world, fighting for your lord, the interests of your guild, or just engaging in small skirmishes with up to 32 players in ArcadeMode.",N/A,Coming soon,Distorsion Games,Distorsion Games,"Action, Indie, Massively Multiplayer, RPG, Early Access"
1399200,World's Worst Handyman: Prologue,"Suit up as the &quot;World's Worst Handyman&quot; in this comedy stealth game where every job is a chaotic adventure! Dodge disgruntled clients, bungle repairs, and save your beloved animal shelter from bankruptcy. Play The Free Prologue.",N/A,"13 May, 2024",Baby Lumberjack,Baby Lumberjack,"Action, Adventure, Indie, Simulation"
1399210,Lumiland,"A sokoban-like 3D puzzle game in a colorful, stylized world of light and shadow.",₹ 219,"11 Feb, 2021",miyehn,miyehn,"Adventure, Casual, Indie"
1399220,Raw April Day,"Raw April Day is a hand-drawn Mystery Point-And-Click game where you solve enigmatic puzzles, engage in soul-searching branching dialogue with colorful characters and piece together the clues for why your husband went missing in a surreal and mystifying Victorian complex.",N/A,To be announced,Headless Human Limited,Headless Human Limited,"Adventure, Indie"
1399230,Hoovernauts,"Hoovernauts is a space-themed, 2D action-platformer that supports local multiplayer of up to 4 players. Using game remotes, players can work together to take down hostile space creatures in the campaign mode or fight against each other in the arena mode.",₹ 85,"12 Sep, 2020",Reid Wilson,Hooverscraft Industries,"Action, Casual"
1399240,Yotsume God -Reunion-,"In September of my third year in junior high school, I went with my father to my grandparents' house in the mountains. The place we arrived at was Yotsu Village. It was a small village that had long believed in &quot;Yotsume God&quot;. There I meet a mysterious boy.",₹ 594,"15 Feb, 2022",SEEC Inc.,SEEC Inc.,"Adventure, Casual"
1399250,Red Cap Zombie Hunter,"Human Resistence leader, hires Red Cap as ZOMBIE HUNTER. Red Cap must travel to the city where at the top of a skyscrape is the barracks, continually besieged by zombies, of the Anti-Zombies Army.",₹ 219,"21 Dec, 2021",Vialgames.com,Vialgames.com,"Action, Adventure, Casual, Indie"
1399270,The Arena Guy,It's a really hardcore challenge. How long can you survive on this arena?,₹ 52,"3 Dec, 2020",PaulArt,PaulArt,"Action, Indie, RPG"
1399300,SOK PRO,"SOK PRO - is a sokoban classic puzzle game, recreated on a new engine and with new functions. The goal of the game is to move all the boxes to their positions. Undo of a move, colorful backgrounds, windowed mode, cute Girls and online statistics!",₹ 260,"13 Oct, 2020",Siberian Mouse,Siberian Mouse,"Casual, Indie"
1399370,Cute Honey 2,This is a casual water catching game. The girls in the game have different CGs and a variety of costumes and props. A new storyline and voice text have been added to the game. You can learn about the girls' stories through various clues. The secret hidden in the girl is waiting for you to discover.,₹ 105,"30 Sep, 2020",Lovely Games,Lovely Games,"Casual, Strategy"
1399380,NUI,NUI is a minimalist puzzle-platformer about farewell where health is linked to your sword.,₹ 155,"17 Sep, 2020",DavidPixel,DavidPixel,"Action, Indie"
1399400,VR historical journey to the Buddhist civilizations: VR ancient India and Asia,"In the game, you can see the ruins of the once glorious temple. From the statues inside, you can see that it is a temple of Ganesha.",₹ 349,"22 Sep, 2020",William at Oxford,William at Oxford,Casual
1399410,Wreckfest - Racing Heroes Car Pack,Expand your garage with the second DLC of Season 2!,₹ 82,"8 Dec, 2020",Bugbear,THQ Nordic,"Action, Indie, Racing, Simulation, Sports"
